datetime,Peoria_WL,Henry_WL,Flow,Vel,Slope
1/1/2017 6:00,440.91,442.8,20400,2.45,1.02E-05
1/2/2017 6:00,440.71,442.49,18100,2.22,9.63E-06
1/3/2017 6:00,440.4,442.15,16400,2.06,9.47E-06
1/4/2017 6:00,440.13,441.97,16200,2.07,9.96E-06
1/5/2017 6:00,439.69,441.89,18500,2.4,1.19E-05
1/6/2017 6:00,440.24,441.97,17200,2.21,9.36E-06
1/7/2017 6:00,440.59,442.19,12900,1.6,8.66E-06
1/8/2017 6:00,440.53,442.268,13300,1.64,9.40E-06
1/9/2017 6:00,440.41,442.346,13700,1.68,1.05E-05
1/10/2017 6:00,440.39,442.424,14100,1.72,1.10E-05
1/11/2017 6:00,440.63,442.502,14500,1.76,1.01E-05
1/12/2017 6:00,440.85,442.58,14900,1.8,9.36E-06
1/13/2017 6:00,440.79,442.51,15200,1.85,9.31E-06
1/14/2017 6:00,439.91,442.77,18800,2.26,1.55E-05
1/15/2017 6:00,439.93,442.85,21400,2.57,1.58E-05
1/16/2017 6:00,440.22,442.74,18700,2.25,1.36E-05
1/17/2017 6:00,440.41,442.56,18900,2.31,1.16E-05
1/18/2017 6:00,441.04,443.93,34400,3.83,1.56E-05
1/19/2017 6:00,442.24,445.04,37500,3.82,1.52E-05
1/20/2017 6:00,443.14,445.48,36400,3.55,1.27E-05
1/21/2017 6:00,443.65,445.9,38400,3.61,1.22E-05
1/22/2017 6:00,444.51,446.89,45300,3.84,1.29E-05
1/23/2017 6:00,445.48,447.66,48600,3.81,1.18E-05
1/24/2017 6:00,446.01,447.96,44300,3.36,1.06E-05
1/25/2017 6:00,446.3,447.97,40500,3.06,9.04E-06
1/26/2017 6:00,446.28,447.91,39100,2.97,8.82E-06
1/27/2017 6:00,446.17,447.7,35700,2.76,8.28E-06
1/28/2017 6:00,445.96,447.322,33300,2.648,7.37E-06
1/29/2017 6:00,445.72,446.944,30900,2.536,6.62E-06
1/30/2017 6:00,445.34,446.566,28500,2.424,6.63E-06
1/31/2017 6:00,444.86,446.188,26100,2.312,7.19E-06
2/1/2017 6:00,444.54,445.81,23700,2.2,6.87E-06
2/2/2017 6:00,444.14,445.32,21400,2.07,6.39E-06
2/3/2017 6:00,443.67,444.77,17900,1.81,5.95E-06
2/4/2017 6:00,443.12,444.35,18900,1.98,6.66E-06
2/5/2017 6:00,442.57,444.03,18000,1.94,7.90E-06
2/6/2017 6:00,442.18,443.46,15000,1.67,6.93E-06
2/7/2017 6:00,441.77,443.05,16300,1.89,6.93E-06
2/8/2017 6:00,441.42,442.76,16700,1.99,7.25E-06
2/9/2017 6:00,441.18,442.79,20100,2.42,8.71E-06
2/10/2017 6:00,440.79,442.73,17800,2.14,1.05E-05
2/11/2017 6:00,440.84,442.6,18200,2.21,9.52E-06
2/12/2017 6:00,440.72,442.31,16600,2.06,8.60E-06
2/13/2017 6:00,440.43,442.05,15500,1.96,8.77E-06
2/14/2017 6:00,440.25,442.23,18400,2.32,1.07E-05
2/15/2017 6:00,440.35,442.22,18200,2.29,1.01E-05
2/16/2017 6:00,440.11,442.01,16200,2.07,1.03E-05
2/17/2017 6:00,439.93,441.92,15800,2.03,1.08E-05
2/18/2017 6:00,439.7,441.68,15000,1.97,1.07E-05
2/19/2017 6:00,439.95,441.32,12900,1.73,7.41E-06
2/20/2017 6:00,440.37,441.33,12100,1.62,5.19E-06
2/21/2017 6:00,440.54,441.51,12800,1.68,5.25E-06
2/22/2017 6:00,440.47,441.48,12900,1.7,5.47E-06
2/23/2017 6:00,440.53,441.49,10800,1.41,5.19E-06
2/24/2017 6:00,440.47,441.36,11300,1.49,4.82E-06
2/25/2017 6:00,440.58,441.47,11400,1.49,4.82E-06
2/26/2017 6:00,440.32,441.3,10400,1.38,5.30E-06
2/27/2017 6:00,440.74,441.58,10800,1.4,4.55E-06
2/28/2017 6:00,440.49,441.53,11100,1.44,5.63E-06
3/1/2017 6:00,440.58,441.66,11600,1.5,5.84E-06
3/2/2017 6:00,440.39,442.78,24100,2.93,1.29E-05
3/3/2017 6:00,440.85,443.63,29700,3.38,1.50E-05
3/4/2017 6:00,441.15,443.65,25700,2.9,1.35E-05
3/5/2017 6:00,441.26,443.41,24200,2.78,1.16E-05
3/6/2017 6:00,440.89,443.22,19500,2.26,1.26E-05
3/7/2017 6:00,440.79,443.15,13900,1.58,1.28E-05
3/8/2017 6:00,440.88,443,19900,2.35,1.15E-05
3/9/2017 6:00,440.82,442.7,19800,2.4,1.02E-05
3/10/2017 6:00,440.85,442.38,18100,2.24,8.28E-06
3/11/2017 6:00,440.4,441.93,15600,2,8.28E-06
3/12/2017 6:00,439.97,441.7,15000,1.96,9.36E-06
3/13/2017 6:00,439.59,441.35,12000,1.59,9.52E-06
3/14/2017 6:00,439.56,441.21,14300,1.95,8.93E-06
3/15/2017 6:00,439.96,440.75,11900,1.67,4.27E-06
3/16/2017 6:00,440.35,440.98,9820,1.33,3.41E-06
3/17/2017 6:00,440.45,441.22,10300,1.37,4.17E-06
3/18/2017 6:00,440.69,441.33,11000,1.45,3.46E-06
3/19/2017 6:00,440.38,441.25,10300,1.37,4.71E-06
3/20/2017 6:00,440.5,441.22,8510,1.11,3.90E-06
3/21/2017 6:00,440.57,441.64,14800,1.94,5.79E-06
3/22/2017 6:00,440.74,441.81,16200,2.11,5.79E-06
3/23/2017 6:00,440.72,441.82,14800,1.91,5.95E-06
3/24/2017 6:00,440.62,441.93,13600,1.73,7.09E-06
3/25/2017 6:00,440.94,441.96,14500,1.84,5.52E-06
3/26/2017 6:00,440.1,441.98,16000,2.05,1.02E-05
3/27/2017 6:00,439.98,442.06,19800,2.54,1.13E-05
3/28/2017 6:00,439.97,442.14,19100,2.43,1.17E-05
3/29/2017 6:00,440.02,442.09,18800,2.4,1.12E-05
3/30/2017 6:00,440.2,442.06,17800,2.27,1.01E-05
3/31/2017 6:00,441.37,443.44,32300,3.74,1.12E-05
4/1/2017 6:00,442.69,445.59,45400,4.41,1.57E-05
4/2/2017 6:00,444.46,447.41,56500,4.56,1.60E-05
4/3/2017 6:00,445.85,448.05,52600,3.97,1.19E-05
4/4/2017 6:00,446.46,448.19,44200,3.27,9.36E-06
4/5/2017 6:00,446.81,448.19,41700,3.08,7.47E-06
4/6/2017 6:00,447.47,448.43,42400,3.06,5.19E-06
4/7/2017 6:00,447.86,449.24,54200,3.65,7.47E-06
4/8/2017 6:00,448.64,450.21,64100,3.98,8.50E-06
4/9/2017 6:00,449.15,450.79,62300,3.68,8.87E-06
4/10/2017 6:00,449.38,450.86,54700,3.2,8.01E-06
4/11/2017 6:00,449.48,450.73,51100,3.01,6.76E-06
4/12/2017 6:00,449.3,450.46,42100,2.52,6.28E-06
4/13/2017 6:00,448.98,450.09,41700,2.58,6.01E-06
4/14/2017 6:00,448.66,449.67,39800,2.55,5.47E-06
4/15/2017 6:00,448.17,449.26,35100,2.32,5.90E-06
4/16/2017 6:00,447.81,448.97,31600,2.14,6.28E-06
4/17/2017 6:00,447.62,448.67,34700,2.43,5.68E-06
4/18/2017 6:00,447.4,448.47,34900,2.49,5.79E-06
4/19/2017 6:00,447.1,448.22,33400,2.44,6.06E-06
4/20/2017 6:00,446.75,447.91,31400,2.36,6.28E-06
4/21/2017 6:00,446.55,447.59,28300,2.19,5.63E-06
4/22/2017 6:00,446.22,447.1,25100,2.03,4.76E-06
4/23/2017 6:00,445.69,446.62,22800,1.93,5.03E-06
4/24/2017 6:00,445.19,446.21,21600,1.91,5.52E-06
4/25/2017 6:00,444.78,445.8,21200,1.96,5.52E-06
4/26/2017 6:00,444.25,445.43,20200,1.93,6.39E-06
4/27/2017 6:00,444.02,445.09,21100,2.09,5.79E-06
4/28/2017 6:00,443.71,444.81,19900,2.02,5.95E-06
4/29/2017 6:00,443.46,444.42,19200,2,5.19E-06
4/30/2017 6:00,444.67,445.09,30200,3.04,2.27E-06
5/1/2017 6:00,446.6,447.92,57000,4.37,7.14E-06
5/2/2017 6:00,448.52,450.53,81800,4.97,1.09E-05
5/3/2017 6:00,450.32,452.09,89500,4.8,9.58E-06
5/4/2017 6:00,451.35,452.78,74900,3.79,7.74E-06
5/5/2017 6:00,451.57,452.74,63400,3.2,6.33E-06
5/6/2017 6:00,451.39,452.44,53200,2.73,5.68E-06
5/7/2017 6:00,451.17,452.18,51400,2.69,5.47E-06
5/8/2017 6:00,450.95,451.89,48500,2.59,5.09E-06
5/9/2017 6:00,450.68,451.57,48500,2.66,4.82E-06
5/10/2017 6:00,450.44,451.34,46400,2.59,4.87E-06
5/11/2017 6:00,450.45,451.38,50200,2.8,5.03E-06
5/12/2017 6:00,450.55,451.64,56300,3.09,5.90E-06
5/13/2017 6:00,450.71,451.81,59800,3.24,5.95E-06
5/14/2017 6:00,450.64,451.74,50600,2.74,5.95E-06
5/15/2017 6:00,450.39,451.34,44700,2.49,5.14E-06
5/16/2017 6:00,449.8,450.84,44100,2.56,5.63E-06
5/17/2017 6:00,449.26,450.37,34300,2.05,6.01E-06
5/18/2017 6:00,448.53,450.02,36800,2.28,8.06E-06
5/19/2017 6:00,448.46,449.23,33800,2.24,4.17E-06
5/20/2017 6:00,447.87,448.62,28700,2,4.06E-06
5/21/2017 6:00,447.33,448.18,26900,1.95,4.60E-06
5/22/2017 6:00,446.96,447.89,26600,1.99,5.03E-06
5/23/2017 6:00,446.68,447.64,26300,2.01,5.19E-06
5/24/2017 6:00,446.59,447.36,24900,1.96,4.17E-06
5/25/2017 6:00,446.49,447.2,26600,2.13,3.84E-06
5/26/2017 6:00,446.32,447.15,27800,2.25,4.49E-06
5/27/2017 6:00,446.26,447.09,26800,2.18,4.49E-06
5/28/2017 6:00,446.14,447,27500,2.26,4.65E-06
5/29/2017 6:00,445.95,446.94,27300,2.26,5.36E-06
5/30/2017 6:00,445.81,446.79,26400,2.21,5.30E-06
5/31/2017 6:00,445.6,446.62,27200,2.33,5.52E-06
6/1/2017 6:00,445.25,446.26,22500,1.98,5.47E-06
6/2/2017 6:00,444.89,445.86,21000,1.93,5.25E-06
6/3/2017 6:00,444.47,445.45,20900,2,5.30E-06
6/4/2017 6:00,444.02,445.03,18500,1.83,5.47E-06
6/5/2017 6:00,443.61,444.55,17700,1.82,5.09E-06
6/6/2017 6:00,443.2,444.08,16300,1.73,4.76E-06
6/7/2017 6:00,442.66,443.56,14800,1.635,4.87E-06
6/8/2017 6:00,442.1,443.09,13500,1.54,5.36E-06
6/9/2017 6:00,441.54,442.695,13300,1.575,6.25E-06
6/10/2017 6:00,441.04,442.3,13100,1.61,6.82E-06
6/11/2017 6:00,440.39,441.99,12700,1.6,8.66E-06
6/12/2017 6:00,440.04,441.74,11900,1.53,9.20E-06
6/13/2017 6:00,439.75,441.23,12700,1.71,8.01E-06
6/14/2017 6:00,439.21,440.7,11400,1.61,8.06E-06
6/15/2017 6:00,439.74,440.62,11700,1.67,4.76E-06
6/16/2017 6:00,440.38,441.41,18700,2.54,5.57E-06
6/17/2017 6:00,440.74,442.33,19900,2.49,8.60E-06
6/18/2017 6:00,440.99,443.13,24100,2.84,1.16E-05
6/19/2017 6:00,441.26,443.37,26400,3.05,1.14E-05
6/20/2017 6:00,441.77,444.06,32100,3.53,1.24E-05
6/21/2017 6:00,442.36,444.5,30600,3.24,1.16E-05
6/22/2017 6:00,442.45,444.46,28000,2.96,1.09E-05
6/23/2017 6:00,442.4,444.25,23700,2.54,1.00E-05
6/24/2017 6:00,442.3,443.94,23400,2.57,8.87E-06
6/25/2017 6:00,441.98,443.62,21000,2.36,8.87E-06
6/26/2017 6:00,441.67,443.29,19700,2.27,8.77E-06
6/27/2017 6:00,441.33,442.89,16400,1.94,8.44E-06
6/28/2017 6:00,440.73,442.31,14400,1.77,8.55E-06
6/29/2017 6:00,440.07,441.93,5880,0.68,1.01E-05
6/30/2017 6:00,440.06,441.9,16300,2.1,9.96E-06
7/1/2017 6:00,439.77,441.6,15200,2,9.90E-06
7/2/2017 6:00,439.52,441.54,15100,2,1.09E-05
7/3/2017 6:00,439.36,441.61,16300,2.16,1.22E-05
7/4/2017 6:00,440.49,441.65,14900,1.96,6.28E-06
7/5/2017 6:00,440.6,441.75,14200,1.84,6.22E-06
7/6/2017 6:00,440.84,441.71,13600,1.76,4.71E-06
7/7/2017 6:00,440.67,441.58,11700,1.52,4.92E-06
7/8/2017 6:00,440.69,441.5,12500,1.64,4.38E-06
7/9/2017 6:00,440.53,441.26,10700,1.42,3.95E-06
7/10/2017 6:00,440.4,441.1,10300,1.39,3.79E-06
7/11/2017 6:00,440.74,441.49,11300,1.47,4.06E-06
7/12/2017 6:00,440.47,441.35,10600,1.39,4.76E-06
7/13/2017 6:00,440.75,441.59,12300,1.6,4.55E-06
7/14/2017 6:00,440.97,442.04,15200,1.92,5.79E-06
7/15/2017 6:00,440.42,442.42,21400,2.66,1.08E-05
7/16/2017 6:00,440.35,442.6,23700,2.92,1.22E-05
7/17/2017 6:00,440.52,442.65,24400,2.99,1.15E-05
7/18/2017 6:00,440.62,442.69,22900,2.8,1.12E-05
7/19/2017 6:00,440.6,442.62,21700,2.66,1.09E-05
7/20/2017 6:00,440.5,442.52,21000,2.59,1.09E-05
7/21/2017 6:00,440.48,442.78,20400,2.46,1.24E-05
7/22/2017 6:00,440.81,443.13,25400,3,1.26E-05
7/23/2017 6:00,441.42,444.42,39200,4.21,1.62E-05
7/24/2017 6:00,442.68,445.88,48600,4.6,1.73E-05
7/25/2017 6:00,443.87,446.8,49800,4.27,1.59E-05
7/26/2017 6:00,444.69,447.19,50200,4.13,1.35E-05
7/27/2017 6:00,445.26,447.16,41900,3.44,1.03E-05
7/28/2017 6:00,445.35,446.93,36900,3.09,8.55E-06
7/29/2017 6:00,445.15,446.62,34800,3.01,7.95E-06
7/30/2017 6:00,444.86,446.22,30200,2.71,7.36E-06
7/31/2017 6:00,444.44,445.72,25800,2.43,6.93E-06
8/1/2017 6:00,443.94,445.16,22400,2.21,6.60E-06
8/2/2017 6:00,443.4,444.62,22100,2.29,6.60E-06
8/3/2017 6:00,442.85,444.05,18800,2.02,6.49E-06
8/4/2017 6:00,442.31,443.6,17300,1.93,6.98E-06
8/5/2017 6:00,441.77,443.2,18700,2.16,7.74E-06
8/6/2017 6:00,441.48,442.86,15600,1.84,7.47E-06
8/7/2017 6:00,441.05,442.44,17500,2.15,7.52E-06
8/8/2017 6:00,440.56,441.96,14100,1.79,7.58E-06
8/9/2017 6:00,440.04,441.46,13400,1.77,7.68E-06
8/10/2017 6:00,439.49,441.08,11600,1.58,8.60E-06
8/11/2017 6:00,440.36,440.75,10700,1.49,2.11E-06
8/12/2017 6:00,440.62,440.74,5760,0.75,6.49E-07
8/13/2017 6:00,440.73,440.92,7270,0.96,1.03E-06
8/14/2017 6:00,440.55,440.98,8460,1.13,2.33E-06
8/15/2017 6:00,440.48,440.81,7270,0.97,1.79E-06
8/16/2017 6:00,440.57,440.75,6500,0.86,9.74E-07
8/17/2017 6:00,440.3,440.81,4530,0.56,2.76E-06
8/18/2017 6:00,440.53,440.8,7320,0.98,1.46E-06
8/19/2017 6:00,440.59,440.78,6450,0.85,1.03E-06
8/20/2017 6:00,440.42,440.71,6810,0.91,1.57E-06
8/21/2017 6:00,440.4,440.6,6150,0.82,1.08E-06
8/22/2017 6:00,440.38,440.63,6360,0.85,1.35E-06
8/23/2017 6:00,440.59,440.77,8300,1.13,9.74E-07
8/24/2017 6:00,440.6,440.73,5630,0.73,7.03E-07
8/25/2017 6:00,440.78,440.99,9010,1.21,1.14E-06
8/26/2017 6:00,440.56,441.03,9660,1.3,2.54E-06
8/27/2017 6:00,440.37,440.75,7160,0.96,2.06E-06
8/28/2017 6:00,440.5,440.67,7570,1.03,9.20E-07
8/29/2017 6:00,440.51,440.67,5470,0.71,8.66E-07
8/30/2017 6:00,440.37,440.48,4400,0.56,5.95E-07
8/31/2017 6:00,440.47,440.5,4930,0.64,1.62E-07
9/1/2017 6:00,440.5,440.45,5750,0.77,-2.71E-07
9/2/2017 6:00,440.29,440.41,4960,0.65,6.49E-07
9/3/2017 6:00,440.17,440.35,5380,0.72,9.74E-07
9/4/2017 6:00,439.89,440.25,4880,0.65,1.95E-06
9/5/2017 6:00,440.05,440.23,6650,0.93,9.74E-07
9/6/2017 6:00,440.2,440.16,2020,0.2,-2.16E-07
9/7/2017 6:00,440.09,440.22,3040,0.36,7.03E-07
9/8/2017 6:00,440.06,440.13,2320,0.25,3.79E-07
9/9/2017 6:00,440.25,440.19,3150,0.38,-3.25E-07
9/10/2017 6:00,440.25,440.23,3610,0.45,-1.08E-07
9/11/2017 6:00,440.36,440.34,4350,0.56,-1.08E-07
9/12/2017 6:00,440.45,440.46,5040,0.66,5.41E-08
9/13/2017 6:00,440.42,440.43,2000,0.19,5.41E-08
9/14/2017 6:00,440.26,440.41,3990,0.5,8.12E-07
9/15/2017 6:00,440.2,440.27,3370,0.41,3.79E-07
9/16/2017 6:00,440.27,440.31,3250,0.39,2.16E-07
9/17/2017 6:00,440.38,440.48,4990,0.65,5.41E-07
9/18/2017 6:00,440.36,440.45,5810,0.78,4.87E-07
9/19/2017 6:00,440.22,440.4,4310,0.55,9.74E-07
9/20/2017 6:00,440.28,440.46,6330,0.86,9.74E-07
9/21/2017 6:00,440.39,440.43,5220,0.69,2.16E-07
9/22/2017 6:00,440.55,440.55,4110,0.51,3.08E-19
9/23/2017 6:00,440.73,440.77,6050,0.79,2.16E-07
9/24/2017 6:00,440.65,440.81,5670,0.73,8.66E-07
9/25/2017 6:00,440.49,440.68,5470,0.71,1.03E-06
9/26/2017 6:00,440.5,440.63,4920,0.63,7.03E-07
9/27/2017 6:00,440.62,440.6,6480,0.87,-1.08E-07
9/28/2017 6:00,440.29,440.4,4430,0.57,5.95E-07
9/29/2017 6:00,440.31,440.4,3150,0.37,4.87E-07
9/30/2017 6:00,440.31,440.38,3340,0.4,3.79E-07
10/1/2017 6:00,440.2,440.26,3300,0.4,3.25E-07
10/2/2017 6:00,440.11,440.26,2860,0.33,8.12E-07
10/3/2017 6:00,440.14,440.46,4460,0.57,1.73E-06
10/4/2017 6:00,440.28,440.52,4290,0.54,1.30E-06
10/5/2017 6:00,440.51,440.54,3970,0.49,1.62E-07
10/6/2017 6:00,440.3,440.5,3760,0.46,1.08E-06
10/7/2017 6:00,440.16,440.56,4890,0.63,2.16E-06
10/8/2017 6:00,440.5,440.74,7160,0.96,1.30E-06
10/9/2017 6:00,440.58,440.81,5400,0.69,1.24E-06
10/10/2017 6:00,440.46,440.57,5940,0.79,5.95E-07
10/11/2017 6:00,440.4,440.69,9370,1.3,1.57E-06
10/12/2017 6:00,440.41,440.83,9950,1.37,2.27E-06
10/13/2017 6:00,440.35,440.87,8580,1.16,2.81E-06
10/14/2017 6:00,440.61,441.16,10400,1.39,2.98E-06
10/15/2017 6:00,440.82,441.76,15200,1.97,5.09E-06
10/16/2017 6:00,441.2,443.47,30000,2.613333333,1.23E-05
10/17/2017 6:00,441.88,445.18,44800,3.256666667,1.79E-05
10/18/2017 6:00,442.71,445.62,40300,3.9,1.57E-05
10/19/2017 6:00,443.13,445.43,32200,3.14,1.24E-05
10/20/2017 6:00,442.99,444.79,25900,2.66,9.74E-06
10/21/2017 6:00,442.44,444.18,21100,2.26,9.42E-06
10/22/2017 6:00,441.8,443.52,17900,2.01,9.31E-06
10/23/2017 6:00,441.59,442.98,17500,2.06,7.52E-06
10/24/2017 6:00,440.99,442.66,19600,2.38,9.04E-06
10/25/2017 6:00,440.84,442.97,24900,2.98,1.15E-05
10/26/2017 6:00,441.08,443.64,30600,3.48,1.39E-05
10/27/2017 6:00,441.52,444.11,31900,3.49,1.40E-05
10/28/2017 6:00,441.73,444.06,26900,2.94,1.26E-05
10/29/2017 6:00,441.72,443.73,24800,2.78,1.09E-05
10/30/2017 6:00,441.52,443.42,22600,2.59,1.03E-05
10/31/2017 6:00,441.24,442.91,19500,2.32,9.04E-06
11/1/2017 6:00,440.8,442.5,17200,2.1,9.20E-06
11/2/2017 6:00,440.42,442.12,16500,2.08,9.20E-06
11/3/2017 6:00,440.08,441.75,15900,2.07,9.04E-06
11/4/2017 6:00,439.52,441.29,12900,1.74,9.58E-06
11/5/2017 6:00,440.35,441.08,12400,1.7,3.95E-06
11/6/2017 6:00,440.65,441.43,15600,2.1,4.22E-06
11/7/2017 6:00,440.73,441.51,14000,1.85,4.22E-06
11/8/2017 6:00,440.55,441.41,13300,1.77,4.65E-06
11/9/2017 6:00,440.45,441.44,12600,1.67,5.36E-06
11/10/2017 6:00,440.76,441.38,12800,1.71,3.35E-06
11/11/2017 6:00,440.45,441.31,11000,1.46,4.65E-06
11/12/2017 6:00,440.56,441.24,11500,1.54,3.68E-06
11/13/2017 6:00,440.61,441.15,9000,1.19,2.92E-06
11/14/2017 6:00,440.4,441.2,11200,1.5,4.33E-06
11/15/2017 6:00,440.55,441.25,8530,1.11,3.79E-06
11/16/2017 6:00,440.6,441.31,13000,1.75,3.84E-06
11/17/2017 6:00,440.38,441.24,10500,1.39,4.65E-06
11/18/2017 6:00,440.78,441.49,10500,1.36,3.84E-06
11/19/2017 6:00,440.7,441.8,15900,2.06,5.95E-06
11/20/2017 6:00,440.86,442.87,25300,3.05,1.09E-05
11/21/2017 6:00,440.84,443.8,28100,3.14,1.60E-05
11/22/2017 6:00,441.52,444.1,30200,3.3,1.40E-05
11/23/2017 6:00,441.61,444.07,30600,3.36,1.33E-05
11/24/2017 6:00,441.83,444.015,28550,3.14,1.18E-05
11/25/2017 6:00,441.86,443.96,26500,2.92,1.14E-05
11/26/2017 6:00,441.71,443.45,21000,2.39,9.42E-06
11/27/2017 6:00,441.33,443.05,18600,2.18,9.31E-06
11/28/2017 6:00,440.63,442.65,16200,1.95,1.09E-05
11/29/2017 6:00,440.54,442.32,17800,2.22,9.63E-06
11/30/2017 6:00,440.07,441.79,13200,1.7,9.31E-06
12/1/2017 6:00,439.6,441.3,13200,1.77,9.20E-06
12/2/2017 6:00,440.18,440.97,11500,1.58,4.27E-06
12/3/2017 6:00,440.54,440.95,8640,1.16,2.22E-06
12/4/2017 6:00,440.19,441.05,6880,0.89,4.65E-06
12/5/2017 6:00,440.56,441.66,12100,1.56,5.95E-06
12/6/2017 6:00,440.69,441.44,10600,1.38,4.06E-06
12/7/2017 6:00,440.82,441.36,10500,1.38,2.92E-06
12/8/2017 6:00,440.4,441.03,7820,1.03,3.41E-06
12/9/2017 6:00,440.44,440.95,6820,0.89,2.76E-06
12/10/2017 6:00,440.33,440.92,7340,0.97,3.19E-06
12/11/2017 6:00,440.41,440.87,8580,1.16,2.49E-06
12/12/2017 6:00,440.59,440.88,9730,1.33,1.57E-06
12/13/2017 6:00,439.94,440.59,6730,0.91,3.52E-06
12/14/2017 6:00,440.5,440.53,8320,1.16,1.62E-07
12/15/2017 6:00,440.36,440.67,6780,0.91,1.68E-06
12/16/2017 6:00,440.25,440.77,5710,0.74,2.81E-06
12/17/2017 6:00,440.59,440.8,7530,1.01,1.14E-06
12/18/2017 6:00,440.51,440.83,7080,0.94,1.73E-06
12/19/2017 6:00,440.44,440.89,6650,0.87,2.44E-06
12/20/2017 6:00,440.53,440.92,8280,1.11,2.11E-06
12/21/2017 6:00,440.33,440.65,6310,0.84,1.73E-06
12/22/2017 6:00,440.26,440.56,7110,0.97,1.62E-06
12/23/2017 6:00,440.33,440.53,7350,1.01,1.08E-06
12/24/2017 6:00,440.32,440.42,5340,0.71,5.41E-07
12/25/2017 6:00,440.14,440.52,6370,0.86,2.06E-06
12/26/2017 6:00,440.34,440.56,5350,0.7,1.19E-06
12/27/2017 6:00,440.2,440.52,3320,0.39,1.73E-06
12/28/2017 6:00,440.14,440.47,4080,0.51,1.79E-06
12/29/2017 6:00,440.08,440.47,6340,0.86,2.11E-06
12/30/2017 6:00,440.1,440.63,4070,0.5,2.87E-06
12/31/2017 6:00,440.12,440.69,4090,0.5,3.08E-06
1/1/2018 6:00,440.15,440.64,3020,0.34,2.65E-06
1/2/2018 6:00,440.14,440.78,4190,0.51,3.46E-06
1/3/2018 6:00,440.22,440.85,2540,0.26,3.41E-06
1/4/2018 6:00,440.24,440.91,3300,0.37,3.63E-06
1/5/2018 6:00,440.29,440.86,2010,0.18,3.08E-06
1/6/2018 6:00,440.28,440.95,3380,0.38,3.63E-06
1/7/2018 6:00,440.22,440.94,2560,0.26,3.90E-06
1/8/2018 6:00,440.19,441.01,3940,0.46,4.44E-06
1/9/2018 6:00,440.19,441.04,2450,0.24,4.60E-06
1/10/2018 6:00,440.22,441,5630,0.71,4.22E-06
1/11/2018 6:00,440.32,441.05,4360,0.52,3.95E-06
1/12/2018 6:00,440.25,441.3,8360,1.08,5.68E-06
1/13/2018 6:00,440.43,441.44,7260,0.91,5.47E-06
1/14/2018 6:00,440.45,441.61,7870,0.98,6.28E-06
1/15/2018 6:00,440.54,441.71,7790,0.96,6.33E-06
1/16/2018 6:00,440.42,441.79,6100,0.72,7.41E-06
1/17/2018 6:00,440.4,441.88,6950,0.83,8.01E-06
1/18/2018 6:00,440.35,441.91,6680,0.79,8.44E-06
1/19/2018 6:00,440.37,441.8,7780,0.95,7.74E-06
1/20/2018 6:00,440.33,441.72,8520,1.06,7.52E-06
1/21/2018 6:00,440.41,441.63,7670,0.95,6.60E-06
1/22/2018 6:00,440.56,441.52,9300,1.19,5.19E-06
1/23/2018 6:00,440.78,441.71,11600,1.49,5.03E-06
1/24/2018 6:00,440.84,442.16,17900,2.26,7.14E-06
1/25/2018 6:00,441.15,442.57,19800,2.42,7.68E-06
1/26/2018 6:00,440.49,442.76,20900,2.52,1.23E-05
1/27/2018 6:00,440.47,442.66,17000,2.05,1.19E-05
1/28/2018 6:00,440.4,442.33,20600,2.59,1.04E-05
1/29/2018 6:00,440.28,441.88,16000,2.07,8.66E-06
1/30/2018 6:00,439.7,441.43,14400,1.92,9.36E-06
1/31/2018 6:00,439.76,441.33,12000,1.6,8.50E-06
2/1/2018 6:00,440.7,441.3,11000,1.46,3.25E-06
2/2/2018 6:00,440.49,441.21,10600,1.41,3.90E-06
2/3/2018 6:00,440.48,441.19,8410,1.1,3.84E-06
2/4/2018 6:00,440.31,441.23,9550,1.26,4.98E-06
2/5/2018 6:00,440.29,440.96,7630,1.01,3.63E-06
2/6/2018 6:00,440.29,440.98,5690,0.72,3.73E-06
2/7/2018 6:00,440.23,441,6440,0.83,4.17E-06
2/8/2018 6:00,440.23,441.09,8680,1.15,4.65E-06
2/9/2018 6:00,440.29,441.11,7050,0.91,4.44E-06
2/10/2018 6:00,440.37,441.2016667,7276.666667,0.92,4.50E-06
2/11/2018 6:00,440.34,441.2933333,7503.333333,0.93,5.16E-06
2/12/2018 6:00,440.33,441.385,7730,0.94,5.71E-06
2/13/2018 6:00,440.43,441.4766667,7956.666667,0.95,5.66E-06
2/14/2018 6:00,440.44,441.5683333,8183.333333,0.96,6.11E-06
2/15/2018 6:00,440.51,441.66,8410,0.97,6.22E-06
2/16/2018 6:00,440.53,441.71,11800,1.46,6.39E-06
2/17/2018 6:00,440.38,441.78,12500,1.55,7.58E-06
2/18/2018 6:00,440.58,442.06,13500,1.65,8.01E-06
2/19/2018 6:00,440.74,442.22,15400,1.89,8.01E-06
2/20/2018 6:00,441.36,442.36,18700,2.32,5.41E-06
2/21/2018 6:00,442.67,445.34,50600,5.36,1.44E-05
2/22/2018 6:00,445.2,448.99,82900,6.41,2.05E-05
2/23/2018 6:00,448.65,451.83,107000,6.7,1.72E-05
2/24/2018 6:00,451.28,453.57,106000,5.95,1.24E-05
2/25/2018 6:00,452.64,454.53,85100,4.43,1.02E-05
2/26/2018 6:00,453.35,454.94,78400,3.96,8.60E-06
2/27/2018 6:00,453.55,455.04,71500,3.57,8.06E-06
